,average,max drawdown,negative day,negative periods,negative week,portfolio value,positive periods,postive day,postive week,sharpe ratio
4,0.9996454817739757,0.6313583622525225,1678,1406,2199,0.4217677397474753,812,543,22,-0.04295395259540536
