,average,max drawdown,negative day,negative periods,negative week,portfolio value,positive periods,postive day,postive week,sharpe ratio
3,1.0019554527321726,0.3791187304720519,295,1214,6,71.39652648806282,1197,2117,2406,0.10216253968651942
4,1.0020838456563543,0.39829230326150433,254,1206,13,88.4152429777837,1186,2138,2379,0.10145621323007954
