,average,max drawdown,negative day,negative periods,negative week,portfolio value,positive periods,postive day,postive week,sharpe ratio
12,1.000685518348662,0.35249220716226837,1094,1214,846,3.5095670353246544,1176,1298,1546,0.038060239903589685
