,average,max drawdown,negative day,negative periods,negative week,portfolio value,positive periods,postive day,postive week,sharpe ratio
10 xavier prelu,1.0015932875,0.3833697155094494,555,1165,89,27.554768079913092,1226,1837,2303,0.07826762897801416
