,average,max drawdown,negative day,negative periods,negative week,portfolio value,positive periods,postive day,postive week,sharpe ratio
8 roll,1.001669992119565,0.43626030777474756,321,1215,28,34.086362429004225,1176,2071,2364,0.08477102207835664
